nada,caption,rating,caption_cleaned
4096,"Amplia agencia del banco Continental ubicada en la Avenida Nicolás de Pierola (Colmena) en el Centro de Lima. Se tienen dos partes, la primera el área de cajeros que es bien amplia, pero no tiene demasiados sujetos y el área de atención al público donde están los cajeros y la atención en plataforma. La altura interior de la agencia (altura de piso a techo) es bastante amplia por lo que la sensación de amplitud es evidente. La atención es buena con cajeros muy atentos y prestos a dar muy buen servicio",4.0,ampli agenci banc continental ubic aven nicolas pierol colmen centr lim dos part primer are cajer bien ampli demasi sujet are atencion public cajer atencion plataform altur interior agenci altur pis tech bastant ampli sensacion amplitud evident atencion buen cajer atent prest dar buen servici
4097,"A veces encuentro el multifunción que no funciona, que ironía . . .",3.0,vec encuentr multifuncion funcion iron
4098,"BBVA Maranga, ubicada en la avenida La Marina, es una Oficina de banca personal, cuenta con zona de atención y servicio al cliente vía telefónica y ademas de cajero para retiro y deposito, cuenta estacionamiento y accesibilidad, es bastante concurrido por lo cual debes considerar la espera.",4.0,bbva marang ubic aven marin oficin banc personal cuent zon atencion servici client via telefon adem cajer retir deposit cuent estacion accesibil bastant concurr deb consider esper
4099,Excelente,5.0,excelent
4100,"Debería estar un policía en el cajero ya que en las noches entran de 3 y comienzan a jugar con todas las cajas. Necesita más control, es más ahorita estan jugando y manipulando todos los cajeros (lunes 22 de abril, 11:35 pm)",2.0,deb polic cajer noch entran 3 comienz jug tod caj necesit control ahorit estan jug manipul cajer lun 22 abril 1135 pm
4101,"Muy mala la atención, es una falta de respeto para los clientes quienes merecemos un trato agradable y cordial. Estuve esperando el día martes 12 de febrero más de 20 minutos para ser atendidos en plataforma mi esposo y yo, eran las 10:30 am, el banco estaba vacio pero igual tuvimos que esperar. Nos atendieron pero a causa de ls complejidad de la consulta nos refirieron a la Sub gerente Yasmine Espejo, quien se encontraba conversando amenamente con otro trabajador y como ya habíamos esperado mucho me paré a preguntarle si iba a demorar la atención, me contesto de mala gana que tenía que hacer unos documentos y que iba a demorar 30 minutos!!!! Cuando lo que estaba haciendo era conversar!!!! Cuando le pedí el libro de reclamaciones me dijo haga su queja online. Increíble que esa entidad no cuentr con un libro de reclamaciones físico. Mi esposo es de USA y justo estaba con el y se quedo sorprendido del maltrato recibido.",1.0,mal atencion falt respet client merec trat agrad cordial esper dia mart 12 febrer 20 minut ser atend plataform espos 1030 am banc vaci igual esper atend caus ls complej consult refir sub gerent yasmin espej encontr convers amen trabaj esper par pregunt si iba demor atencion contest mal gan hac document iba demor 30 minut hac convers ped libr reclam dij hag quej onlin increibl entid cuentr libr reclam fisic espos usa just qued sorprend maltrat recib
4102,"Agencia del banco BBVA Continental ubicada en la Avenida La Marina en el distrito de San Miguel, al costado del Scotiabank. Esta agencia ha sido sido remodelada y ahora luce con mucho mejor aspecto y da la sensación de mayor seguridad al tener los cajeros automáticos dentro del local a diferencia de los que están hacia afuera exponiendo a los clientes de dicho banco. La atención es regular pero no para demasiado copada como en otros lugares",3.0,agenci banc bbva continental ubic aven marin distrit san miguel cost scotiabank agenci sid sid remodel ahor luc mejor aspect da sensacion mayor segur ten cajer automat dentr local diferent haci afuer expon client dich banc atencion regul demasi cop lugar
4103,"Por favor, necesito comunicarme con ustedes. Estoy en España y el numero 2425064 que me dieron en el numero de atencion al cliente de BBVA nunca me contesta, aparece como ocupado. Es urgente tienen otro numero donde pueda llamar por favor, es urgente soy cliente del banco.",4.0,favor necesit comunic usted españ numer 2425064 dieron numer atencion client bbva nunc contest aparec ocup urgent numer pued llam favor urgent client banc
4104,"siempre amables, buena atencion",5.0,siempr amabl buen atencion
4105,Agencia mediana. El área de cajeros cuenta con cajero multifunción (para depósitos).,3.0,agenci median are cajer cuent cajer multifuncion deposit
4107,Banca privada,1.0,banc priv
4108,Siempre que voy para lleno,3.0,siempr voy llen
4109,algún numero de una analista de este banco por favor necesito urgente hay personas que estan en abancay quieren cobrar sus bono pero a qui en abancay no hay agencia del BBVA  HAY BARIAS PERSONAS QUE NECISITAN  PARA QUE SE LES AGA UNA TRANFERENCIA AL BANCO DE LA NACION,5.0,algun numer anal banc favor necesit urgent person estan abancay quier cobr bon qui abancay agenci bbva bari person necisit aga tranferent banc nacion
4110,Muy buena atención excelente,5.0,buen atencion excelent
4111,"Atención rapida, local muy pequeño",4.0,atencion rap local pequeñ
4112,"Buen servicio de atención al cliente, aunque deberían llevarse mejor los trabajadores, se nota mal ambiente laboral.",3.0,buen servici atencion client aunqu deb llev mejor trabaj not mal ambient laboral
4113,"La zona es peligrosa,  promedio.de.robos  2 veces.por semana",3.0,zon peligr promedi rob 2 vec seman
4114,Lenta atención,3.0,lent atencion
4115,Los cajeros se encuentran fuera del local.  De noche pondría representar un peligro.  Muchas veces los cajeros funcionan con lentitud. Preferible reterirar efectivo en Los cajeros de metro o Interbank (a una cuadra),3.0,cajer encuentr local noch pondr represent peligr much vec cajer funcion lentitud prefer reterir efect cajer metr interbank cuadr
4116,Siempre iba por el cajero. Aunque por ahora el banco y cajero están cercados por refacciones en el local.,5.0,siempr iba cajer aunqu ahor banc cajer cerc refaccion local
4118,(Traducido por Google) Bueno bonito  (Original) Good nice,5.0,buen bonit
4121,Está cerca,3.0,cerc
4122,Rapidez y confianza,4.0,rapidez confianz
4126,"A LAS PERSONAS QUE LEAN ESTO, EL NUMERO QUE FIGURA, NO ES DEL BANCO COMUNÍQUENSE AL 595 - 0000 POR FAVOR .",1.0,person lean numer figur banc comuniquens 595 0000 favor
4127,"Es céntrico, la atención es rápida",4.0,centric atencion rap
4128,Atención rápida,5.0,atencion rap
4129,"En general el BBVA ha tenido siempre un buen servicio con sus clientes, además que se sentía que daban muchas facilidades y beneficios, sin embargo, poro a poco ha ido disminuyendo en calidad de servicio, beneficios y facilidades, Ya que aproximadamente un mes que ninguno de sus agentes funciona en la ciudad lo que me ha hecho pasar más de un apuro, lo que obliga a que uno tenga necesariamente que ir al banco a hacer sus transacciones, sin embargo ahí uno se encuentra que los cajeros no funcionan bien, y la atención en ventanilla es excesivamente larga o no atienden, está situación me pasó hoy en esta agencia por lo que cada vez me decepcionó más y más. Si tuviera que recomendar al BBVA me lo pensaría dos veces ya que actualmente su competencia, por lo menos en apariencia, tienen un mayor compromiso con sus clientes.",2.0,general bbva siempr buen servici client ademas sent dab much facil benefici embarg por ido disminu calid servici benefici facil aproxim mes ningun agent funcion ciud hech pas apur oblig necesari ir banc hac transaccion embarg ahi encuentr cajer funcion bien atencion ventanill exces larg atiend situacion pas hoy agenci cad vez decepcion si recomend bbva pens dos vec actual competent men aparient mayor compromis client
4133,"Buen servicio, intereses acorde al sistema económico nacional, personal atento y servicial, atención detallada y solución de problemas financieros en el momento. Antes tenía una tarjeta de crédito en Interbank pero me mudé a este banco por sugerencia de un amigo y hay mucha diferencia en los intereses en consumo de productos y servicios, usé esta tarjeta hasta en Brasil y no tuve problema con las comisiones por consumo internacional. Sin embargo le doy 3 estrellas por que siempre hay una larga espera para la atención en ventanilla o plataforma, en algunas ocasiones esperé hasta 1.5 horas para que me atiendan (más cuando estoy apurado), es el colmo, y por más que trasfiero la molestia al personal aún no veo mejoras en ello.",3.0,buen servici interes acord sistem econom nacional personal atent servicial atencion detall solucion problem financier moment tarjet credit interbank mud banc sugerent amig much diferent interes consum product servici use tarjet brasil problem comision consum internacional embarg doy 3 estrell siempr larg esper atencion ventanill plataform ocasion esper 1 5 hor atiend apur colm trasfier molesti personal aun veo mejor ello
4134,"buena atención, lugar grande con varios cajeros",4.0,buen atencion lug grand vari cajer
4135,"Muy buena atención al cliente, ambientes limpios y espacios seguros",5.0,buen atencion client ambient limpi espaci segur
4136,Porquería de banco atienden a las 10 si dicen 9 perros,1.0,porqu banc atiend 10 si dic 9 perr
4138,La atención es rápida no hay mucha cola,5.0,atencion rap much col
4140,Rápido y Muy buena atención. A diferencia de otras sucursales.,5.0,rap buen atencion diferent sucursal
4141,Banco,2.0,banc
4142,Rapido,4.0,rap
4144,Buena atencion,5.0,buen atencion
4145,(Traducido por Google) rápida atención  (Original) Ràpida atención,4.0,rap atencion
4146,Adelante...,4.0,adel
4147,Van a ser las 10 ha y no atienden,1.0,van ser 10 atiend
4148,"Llamo a los telefonos que indican, a la principal y sucursales y no contestan, quiero hacer consultas.",1.0,llam telefon indic principal sucursal contest quier hac consult
4151,Muuuyyy bonito,5.0,muuuyyy bonit
4152,(Traducido por Google) Puedo retirar 400 soles por vez como máximo aquí. Y cobra 18 soles por tarifa de transacción. Uno de los billetes que recibí del cajero automático tenía grietas. Me sorprende cuando recibí esa factura ...  (Original) I can withdraw 400soles a time for maximum in here. And it charge 18soles for transaction fee. One of the bills I got from the ATM had cracks. I feel shocked when I got that bill...,3.0,pued retir 400 sol vez maxim aqu cobr 18 sol tarif transaccion billet recib cajer automat griet sorprend recib factur
4153,"Terrible BBVA continental por lo menos en Arequipa el banco más lento que he visitado, la capacidad es buena y a pesar de ello siempre hay que esperar mucho.  La atención es buena. El tiempo de espera no es menor a 30min, muchas veces toca esperar de una hora a más. A diferencia de otros bancos en donde la permanencia en el lugar no supera los 30min. En mi ultima visita espere hora y media en donde por fortuna agarre un asiento.",2.0,terribl bbva continental men arequip banc lent visit capac buen pes ello siempr esper atencion buen tiemp esper menor 30min much vec toc esper hor diferent banc permanent lug super 30min ultim visit esper hor medi fortun agarr asient
4154,"Buena atencion, poca gente y muy bonito",5.0,buen atencion poc gent bonit
4159,(Traducido por Google) Varios distribuidores con acceso libre a la entrada.  (Original) Plusieurs distributeurs libre d'accès à l'entrée.,4.0,vari distribuidor acces libr entrad
4160,Rápida y buena atención,4.0,rap buen atencion
4161,"Es amplio y la infraestructura colonial, la atención es buena.",4.0,ampli infraestructur colonial atencion buen
4163,"Ambiente limpio y seguro ,además tiene un estilo tradicional.",4.0,ambient limpi segur ademas estil tradicional
4170,Buena atención,5.0,buen atencion
4172,"He entrado pocas veces pero he recibido buena atención, es rápido también.",4.0,entrad poc vec recib buen atencion rap
4173,De todos los que trabajan en este BBVA el que mejor atiende es el vigilante. No dan muchas ganas de ir a este banco. Triste que quien menos ostenta un cargo ahí es quien mejor te trata. Los cajeros no ponen buena cara y no hacen que la gente se sienta en casa. Ser gente es tan difícil para muchos!!!!,2.0,trabaj bbva mejor atiend vigil dan much gan ir banc trist men ostent carg ahi mejor trat cajer pon buen car hac gent sient cas ser gent tan dificil
4176,El horario de atencion dice 9 a.m ... y estan atendiendo 1 hora despues. Deberian actualizar su informacion.,1.0,horari atencion dic 9 m estan atend 1 hor despu deberi actualiz informacion
4179,Buena atención y muy seguro.,4.0,buen atencion segur
4180,Atención en promedio algo aceptable.,3.0,atencion promedi acept
4181,Atención rápida..,5.0,atencion rap
4182,Atención rápida,5.0,atencion rap
4183,Rápida atención bastante útil para los estudiantes,4.0,rap atencion bastant util estudi
4184,Me atendieron luego de 1 hora porque solo tenían una persona para la atención en plataforma PÉSIMO,1.0,atend lueg 1 hor sol person atencion plataform pesim
4185,No tienen servicioTelefonico para llamar,5.0,serviciotelefon llam
4186,Me hizo esperar mas que una hora por un simple pago porque no tengo cuento en su banco.,1.0,hiz esper mas hor simpl pag cuent banc
4187,En las mañanas para lleno. No tiene suficientes estacionamientos y ocasiona tráfico en la zona.,1.0,mañan llen suficient estacion ocasion trafic zon
4189,Rápidos y gentiles,4.0,rap gentil
4191,Banco,4.0,banc
4192,Solo pase por el frontis del lugar,5.0,sol pas frontis lug
4193,"Buena atención del personal de ventanilla, muy amables y rápidos. Tienen solo tres estacionamientos, uno reservado para discapacitados, uno donde estaciona la gerente del banco y otro donde estaciona un jefe de plataforma, si vas ve a pie mejor.",1.0,buen atencion personal ventanill amabl rap sol tres estacion reserv discapacit estacion gerent banc estacion jef plataform si vas ve pie mejor
4195,Esta agencia del Banco Continental es relativamente nueva a comparación de la agencia de la Avenida República Dominicana y cuenta con una infraestructura en buen estado y con una buena cantidad de cajeros automáticos. Ubicada en la esquina de la Avenida Cuba y el Jirón Huamachuco al frente de la Iglesia San José y la Plaza San José en el distrito de Jesús María. La atención es similar al de los demás bancos BBVA,3.0,agenci banc continental relat nuev compar agenci aven republ dominican cuent infraestructur buen buen cantid cajer automat ubic esquin aven cub jiron huamachuc frent iglesi san jos plaz san jos distrit jesus mar atencion simil demas banc bbva
4199,(Traducido por Google) Buena atención y buen servicio del cajero automático.  (Original) Good attention and nice service of the ATM,4.0,buen atencion buen servici cajer automat
4202,Porque tuvieron buena atención al momento de hacer una transacción y no sé demoró mucho a pesar de la cantidad de personas que hubo,3.0,buen atencion moment hac transaccion se demor pes cantid person
4203,Mala atención hay un gordo en plataforma que tiene un pésimo servicio,1.0,mal atencion gord plataform pesim servici
4204,(Traducido por Google) Cabra  (Original) Chevre,3.0,cabr
4206,Sin mayor diferencia. Atencion del bbva de todas maneras siempre mejor,3.0,mayor diferent atencion bbva tod maner siempr mejor
4207,Bien ubicado,4.0,bien ubic
4208,Bueno,5.0,buen
4209,"Muy buen local, con atención personalizada y rápida, y con una buena atención y servicio.",5.0,buen local atencion personaliz rap buen atencion servici
4211,Buena atención,5.0,buen atencion
4212,"La señorita que me atendió ayer martes marzo 12 del 2018 más parecía que me estaba haciendo un favor que prestando un servicio a un cliente. Aparte que estaba muy mal vestida y con cara de momia, me clavó un cobro indebido! Fui a reclamar una deficiencia y me terminó cobrándome por yo ir a reclamar!!! Además, ni me informó que lo que me iba a dar, me lo iba a cobrar. Aparte de esto, voy a emitir una queja formal. La señorita debe irse a su casa. Cambiar de actitud o de trabajo. Arreglarse mejor está recomendado. Voy a averiguar su nombre.",1.0,señorit atend ayer mart marz 12 2018 parec hac favor prest servici client apart mal vest car momi clav cobr indeb reclam deficient termin cobr ir reclam ademas inform iba dar iba cobr apart voy emit quej formal señorit deb irse cas cambi actitud trabaj arregl mejor recomend voy averigu nombr
4214,Es muy pequeña y la atención no muy buena. Los cajeros usan celulares en sus módulos,2.0,pequeñ atencion buen cajer usan celular modul
4215,Buena sede del BBVA Continental.,4.0,buen sed bbva continental
4217,Buena atencion,3.0,buen atencion
